model_name,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_tokens,peripheral_name,register_name
gpt-oss-120b,42734,0,383,276,43117,nvic,ipr2
gpt-oss-120b,42598,0,278,127,42876,nvic,iabr0
gpt-oss-120b,42677,0,472,344,43149,nvic,ipr11
gpt-oss-120b,42555,0,428,296,42983,nvic,iser0
gpt-oss-120b,42661,0,309,153,42970,nvic,ispr0
gpt-oss-120b,42691,2560,354,183,43045,nvic,ipr12
gpt-oss-120b,42712,0,318,111,43030,nvic,ipr4
gpt-oss-120b,42682,2560,624,454,43306,nvic,ispr1
gpt-oss-120b,42563,0,361,179,42924,nvic,iabr1
gpt-oss-120b,42572,2560,537,401,43109,nvic,ipr5
gpt-oss-120b,42436,0,633,504,43069,nvic,icpr1
gpt-oss-120b,42711,0,298,153,43009,nvic,ipr10
gpt-oss-120b,42529,2560,362,197,42891,nvic,icer0
gpt-oss-120b,42555,2560,310,164,42865,nvic,ipr13
gpt-oss-120b,42665,2560,684,576,43349,nvic,ipr0
gpt-oss-120b,42483,0,358,263,42841,nvic,iser1
gpt-oss-120b,42753,2560,276,131,43029,nvic,ipr6
gpt-oss-120b,42833,2560,641,479,43474,nvic,ipr14
gpt-oss-120b,42763,2560,601,463,43364,nvic,icer1
gpt-oss-120b,42545,0,340,151,42885,nvic,icpr0
gpt-oss-120b,42688,2560,530,447,43218,nvic,ipr7
gpt-oss-120b,42676,2560,618,496,43294,nvic,ipr3
gpt-oss-120b,42658,2560,434,255,43092,nvic,ipr8
gpt-oss-120b,42724,2560,458,365,43182,nvic,ipr1
gpt-oss-120b,42757,2560,409,270,43166,nvic,ipr9
gpt-oss-120b,42760,2560,2193,1491,44953,uart4,sr
gpt-oss-120b,42284,0,717,347,43001,uart4,brr
gpt-oss-120b,42513,2560,2591,1496,45104,uart4,cr2
gpt-oss-120b,42701,2560,2386,593,45087,uart4,cr1
gpt-oss-120b,42496,2560,903,527,43399,uart4,dr
gpt-oss-120b,42864,2560,3864,2044,46728,uart4,cr3
gpt-oss-120b,42657,0,2752,2149,45409,tim13,sr
gpt-oss-120b,41415,2560,1669,534,43084,tim13,ccmr1_input
gpt-oss-120b,42421,2560,656,372,43077,tim13,psc
gpt-oss-120b,42461,2560,390,141,42851,tim13,arr
gpt-oss-120b,42470,2560,701,350,43171,tim13,cnt
gpt-oss-120b,42160,2560,1676,601,43836,tim13,ccmr1_output
gpt-oss-120b,42599,2560,1404,847,44003,tim13,dier
gpt-oss-120b,42621,2560,1745,584,44366,tim13,cr1
gpt-oss-120b,41821,2560,1298,538,43119,tim13,ccer
gpt-oss-120b,42247,2560,538,280,42785,tim13,ccr1
gpt-oss-120b,42700,2560,1134,446,43834,tim13,egr
gpt-oss-120b,42339,2560,3810,843,46149,dbg,cr
gpt-oss-120b,42057,0,1015,605,43072,dbg,idcode
gpt-oss-120b,41613,2560,1987,583,43600,dma1,ccr3
gpt-oss-120b,85519,5120,1329,726,86848,dma1,cpar2
gpt-oss-120b,85812,5120,1510,543,87322,dma1,cndtr2
gpt-oss-120b,84875,5120,1672,993,86547,dma1,cpar3
gpt-oss-120b,85384,5120,1486,616,86870,dma1,cndtr3
gpt-oss-120b,86241,5120,4361,1043,90602,dma1,ccr1
gpt-oss-120b,42420,0,474,199,42894,dma1,cmar1
gpt-oss-120b,42230,2560,733,299,42963,dma1,cpar1
gpt-oss-120b,42576,2560,1073,672,43649,dma1,cndtr1
gpt-oss-120b,86635,44800,4648,714,91283,dma1,ccr6
gpt-oss-120b,42430,2560,1854,493,44284,dma1,ccr7
gpt-oss-120b,85486,5120,1824,927,87310,dma1,cmar7
gpt-oss-120b,42303,2560,2333,705,44636,dma1,ccr4
gpt-oss-120b,42290,2560,2130,660,44420,dma1,ccr5
gpt-oss-120b,84692,5120,1593,818,86285,dma1,cpar5
gpt-oss-120b,85912,5120,1633,862,87545,dma1,cndtr5
gpt-oss-120b,85913,5120,2324,1015,88237,dma1,cndtr6
gpt-oss-120b,42481,2560,1437,992,43918,dma1,cpar6
gpt-oss-120b,85242,5120,1729,957,86971,dma1,cpar4
gpt-oss-120b,42225,2560,612,259,42837,dma1,cmar4
gpt-oss-120b,42385,2560,4142,1056,46527,dma1,isr
gpt-oss-120b,41756,2560,1659,249,43415,dma1,ccr2
