model_name,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_tokens,peripheral_name,register_name
gpt-oss-120b,42544,2560,599,279,43143,adc1,htr
gpt-oss-120b,42485,2560,1438,836,43923,adc1,sr
gpt-oss-120b,42464,2560,439,212,42903,adc1,ltr
gpt-oss-120b,42380,2560,2660,706,45040,adc1,jsqr
gpt-oss-120b,42482,2560,983,197,43465,adc1,sqr2
gpt-oss-120b,42460,2560,554,152,43014,adc1,jdr1
gpt-oss-120b,42102,2560,3041,795,45143,adc1,cr2
gpt-oss-120b,42385,2560,455,230,42840,adc1,jofr1
gpt-oss-120b,85859,5120,1437,489,87296,adc1,jdr4
gpt-oss-120b,42370,2560,391,168,42761,adc1,jofr3
gpt-oss-120b,41912,2560,615,307,42527,adc1,jdr3
gpt-oss-120b,42399,2560,707,384,43106,adc1,jdr2
gpt-oss-120b,42216,2560,3325,847,45541,adc1,smpr1
gpt-oss-120b,42576,2560,683,335,43259,adc1,jofr4
gpt-oss-120b,42306,2560,3168,2110,45474,adc1,cr1
gpt-oss-120b,42301,2560,543,232,42844,adc1,dr
gpt-oss-120b,42243,2560,2949,543,45192,adc1,smpr2
gpt-oss-120b,84842,5120,1231,492,86073,adc1,jofr2
gpt-oss-120b,42071,2560,1078,306,43149,adc1,sqr3
gpt-oss-120b,42410,2560,1434,384,43844,adc1,sqr1
gpt-oss-120b,42959,2560,661,526,43620,scb_actrl,actrl
gpt-oss-120b,41930,2560,3275,971,45205,tim2,ccmr1_input
gpt-oss-120b,42344,2560,1226,954,43570,tim2,ccr3
gpt-oss-120b,42233,2560,3375,1462,45608,tim2,ccmr1_output
gpt-oss-120b,42165,2560,741,442,42906,tim2,ccr1
gpt-oss-120b,42482,2560,2277,886,44759,tim2,sr
gpt-oss-120b,42148,2560,1571,614,43719,tim2,ccmr2_input
gpt-oss-120b,42512,2560,883,572,43395,tim2,psc
gpt-oss-120b,42491,2560,2513,783,45004,tim2,ccmr2_output
gpt-oss-120b,42825,2560,969,775,43794,tim2,cr2
gpt-oss-120b,42238,2560,1653,412,43891,tim2,dcr
gpt-oss-120b,42454,2560,535,308,42989,tim2,ccr4
gpt-oss-120b,42385,2560,984,692,43369,tim2,arr
gpt-oss-120b,42478,2560,728,382,43206,tim2,cnt
gpt-oss-120b,42387,2560,4058,2148,46445,tim2,dier
gpt-oss-120b,42464,2560,1850,697,44314,tim2,cr1
gpt-oss-120b,42464,2560,930,564,43394,tim2,ccr2
gpt-oss-120b,42553,2560,2046,875,44599,tim2,smcr
gpt-oss-120b,42442,2560,1805,635,44247,tim2,egr
gpt-oss-120b,41609,2560,2291,568,43900,tim2,ccer
gpt-oss-120b,42552,2560,1206,393,43758,tim2,dmar
gpt-oss-120b,42742,2560,752,654,43494,scb,hfsr
gpt-oss-120b,42727,2560,514,369,43241,scb,shpr1
gpt-oss-120b,42564,2560,503,368,43067,scb,bfar
gpt-oss-120b,42788,2560,405,279,43193,scb,icsr
gpt-oss-120b,42710,2560,257,107,42967,scb,aircr
gpt-oss-120b,42630,2560,394,221,43024,scb,shpr2
gpt-oss-120b,42811,0,835,691,43646,scb,cpuid
gpt-oss-120b,42733,2560,296,138,43029,scb,shpr3
gpt-oss-120b,42682,2560,509,314,43191,scb,ccr
gpt-oss-120b,42628,2560,400,273,43028,scb,mmfar
gpt-oss-120b,42647,2560,289,156,42936,scb,shcrs
gpt-oss-120b,42765,2560,328,215,43093,scb,vtor
gpt-oss-120b,41664,2560,483,345,42147,scb,cfsr_ufsr_bfsr_mmfsr
gpt-oss-120b,42718,2560,572,449,43290,scb,scr
gpt-oss-120b,42545,2560,3120,1165,45665,tim1,ccmr1_input
gpt-oss-120b,42254,2560,654,275,42908,tim1,ccr3
gpt-oss-120b,42661,2560,2924,909,45585,tim1,ccmr1_output
gpt-oss-120b,42629,2560,562,228,43191,tim1,rcr
gpt-oss-120b,42319,2560,1453,293,43772,tim1,bdtr
gpt-oss-120b,42046,2560,552,246,42598,tim1,ccr1
gpt-oss-120b,42616,2560,2132,658,44748,tim1,sr
gpt-oss-120b,42133,2560,2446,1250,44579,tim1,ccmr2_input
gpt-oss-120b,42306,2560,603,262,42909,tim1,psc
gpt-oss-120b,42626,2560,2209,1275,44835,tim1,ccmr2_output
gpt-oss-120b,42803,2560,2444,2048,45247,tim1,cr2
gpt-oss-120b,42029,2560,1535,641,43564,tim1,dcr
gpt-oss-120b,41928,2560,736,411,42664,tim1,ccr4
gpt-oss-120b,42520,2560,604,307,43124,tim1,arr
gpt-oss-120b,42607,2560,613,286,43220,tim1,cnt
gpt-oss-120b,41926,2560,1421,1174,43347,tim1,dier
gpt-oss-120b,42275,2560,1904,770,44179,tim1,cr1
gpt-oss-120b,42362,2560,703,463,43065,tim1,ccr2
gpt-oss-120b,42365,2560,3375,1628,45740,tim1,smcr
gpt-oss-120b,42072,2560,1301,782,43373,tim1,egr
gpt-oss-120b,41889,2560,3423,1176,45312,tim1,ccer
gpt-oss-120b,42381,2560,659,401,43040,tim1,dmar
gpt-oss-120b,42370,2560,423,266,42793,mpu,typer
gpt-oss-120b,42541,2560,290,120,42831,mpu,rasr
gpt-oss-120b,42500,2560,474,345,42974,mpu,rnr
gpt-oss-120b,42580,2560,510,357,43090,mpu,ctrl
gpt-oss-120b,42411,2560,507,346,42918,mpu,rbar
gpt-oss-120b,42801,2560,1102,424,43903,pwr,csr
gpt-oss-120b,42373,2560,2076,656,44449,pwr,cr
gpt-oss-120b,42714,2560,1923,1076,44637,tim16,sr
gpt-oss-120b,42321,2560,2116,1071,44437,tim16,ccmr1_input
gpt-oss-120b,41938,2560,556,261,42494,tim16,psc
gpt-oss-120b,42318,2560,647,296,42965,tim16,arr
gpt-oss-120b,42348,2560,615,319,42963,tim16,cnt
gpt-oss-120b,42238,2560,1681,966,43919,tim16,ccmr1_output
gpt-oss-120b,42388,2560,586,248,42974,tim16,rcr
gpt-oss-120b,42733,2560,1661,707,44394,tim16,cr2
gpt-oss-120b,42454,2560,1770,735,44224,tim16,dier
gpt-oss-120b,42344,2560,2038,1082,44382,tim16,bdtr
gpt-oss-120b,42046,2560,1557,412,43603,tim16,cr1
gpt-oss-120b,42684,2560,1432,947,44116,tim16,ccer
gpt-oss-120b,42192,2560,1258,439,43450,tim16,dcr
gpt-oss-120b,42172,2560,1544,385,43716,tim16,dmar
gpt-oss-120b,42164,2560,740,427,42904,tim16,ccr1
gpt-oss-120b,42372,2560,1106,730,43478,tim16,egr
gpt-oss-120b,42401,2560,747,348,43148,iwdg,kr
gpt-oss-120b,42346,2560,1068,557,43414,iwdg,sr
gpt-oss-120b,41878,2560,874,347,42752,iwdg,pr
gpt-oss-120b,42289,2560,776,459,43065,iwdg,rlr
gpt-oss-120b,42560,2560,550,297,43110,crc,dr
gpt-oss-120b,42502,2560,1449,1082,43951,crc,cr
gpt-oss-120b,42290,2560,556,220,42846,crc,idr
gpt-oss-120b,42392,2560,1464,775,43856,wwdg,sr
gpt-oss-120b,42321,2560,1373,767,43694,wwdg,cfr
gpt-oss-120b,42338,2560,1056,560,43394,wwdg,cr
gpt-oss-120b,42328,2560,2223,449,44551,gpioa,brr
gpt-oss-120b,42494,2560,3354,683,45848,gpioa,crl
gpt-oss-120b,42208,2560,1832,506,44040,gpioa,lckr
gpt-oss-120b,42578,2560,2895,406,45473,gpioa,crh
gpt-oss-120b,42575,2560,2133,286,44708,gpioa,odr
gpt-oss-120b,42523,2560,2076,323,44599,gpioa,idr
gpt-oss-120b,42528,2560,3964,416,46492,gpioa,bsrr
gpt-oss-120b,42624,2560,838,369,43462,tim6,sr
gpt-oss-120b,42378,2560,626,322,43004,tim6,psc
gpt-oss-120b,42265,2560,549,229,42814,tim6,arr
gpt-oss-120b,42543,2560,519,232,43062,tim6,cnt
gpt-oss-120b,42676,2560,728,445,43404,tim6,cr2
gpt-oss-120b,42789,2560,837,361,43626,tim6,dier
gpt-oss-120b,42621,2560,1549,648,44170,tim6,cr1
gpt-oss-120b,42666,2560,1448,1053,44114,tim6,egr
gpt-oss-120b,42549,2560,1804,1032,44353,spi1,sr
gpt-oss-120b,42859,2560,365,153,43224,spi1,rxcrcr
gpt-oss-120b,42461,2560,707,351,43168,spi1,txcrcr
gpt-oss-120b,42741,2560,682,329,43423,spi1,crcpr
gpt-oss-120b,42673,2560,1928,614,44601,spi1,cr2
gpt-oss-120b,42308,2560,1745,776,44053,spi1,cr1
gpt-oss-120b,42777,2560,1147,772,43924,spi1,dr
gpt-oss-120b,42649,2560,1332,741,43981,bkp,rtccr
gpt-oss-120b,42657,2560,611,314,43268,bkp,dr17
gpt-oss-120b,42677,0,488,315,43165,bkp,dr24
gpt-oss-120b,42720,2560,312,123,43032,bkp,dr30
gpt-oss-120b,42494,2560,2919,1936,45413,bkp,csr
gpt-oss-120b,42851,2560,388,183,43239,bkp,dr34
gpt-oss-120b,42639,2560,409,230,43048,bkp,dr35
gpt-oss-120b,42765,2560,364,175,43129,bkp,dr41
gpt-oss-120b,42596,2560,485,176,43081,bkp,dr3
gpt-oss-120b,42786,2560,286,152,43072,bkp,dr28
gpt-oss-120b,42817,2560,525,325,43342,bkp,dr33
gpt-oss-120b,42739,2560,560,291,43299,bkp,dr4
gpt-oss-120b,42962,2560,510,222,43472,bkp,dr2
gpt-oss-120b,42614,2560,856,388,43470,bkp,dr18
gpt-oss-120b,42867,2560,453,241,43320,bkp,dr25
gpt-oss-120b,42735,2560,317,106,43052,bkp,dr21
gpt-oss-120b,85656,5120,1494,639,87150,bkp,dr12
gpt-oss-120b,42727,2560,683,366,43410,bkp,dr16
gpt-oss-120b,42666,2560,471,190,43137,bkp,dr10
gpt-oss-120b,42822,2560,599,355,43421,bkp,dr20
gpt-oss-120b,42780,2560,316,178,43096,bkp,dr39
gpt-oss-120b,42486,0,490,164,42976,bkp,dr8
gpt-oss-120b,42634,2560,572,261,43206,bkp,dr11
gpt-oss-120b,42782,2560,335,136,43117,bkp,dr31
gpt-oss-120b,42729,2560,620,322,43349,bkp,dr6
gpt-oss-120b,42817,2560,1138,519,43955,bkp,cr
gpt-oss-120b,42707,2560,384,187,43091,bkp,dr26
gpt-oss-120b,42790,2560,440,308,43230,bkp,dr29
gpt-oss-120b,42796,2560,370,107,43166,bkp,dr36
gpt-oss-120b,42769,2560,351,149,43120,bkp,dr32
gpt-oss-120b,42408,2560,517,288,42925,bkp,dr19
gpt-oss-120b,42723,2560,572,340,43295,bkp,dr22
gpt-oss-120b,42500,2560,573,341,43073,bkp,dr14
gpt-oss-120b,42791,2560,746,555,43537,bkp,dr38
gpt-oss-120b,42652,2560,597,350,43249,bkp,dr5
gpt-oss-120b,42776,2560,753,542,43529,bkp,dr42
gpt-oss-120b,42614,2560,699,426,43313,bkp,dr1
gpt-oss-120b,42786,2560,409,251,43195,bkp,dr37
gpt-oss-120b,42659,2560,288,115,42947,bkp,dr23
gpt-oss-120b,42849,2560,601,240,43450,bkp,dr15
gpt-oss-120b,42712,2560,236,92,42948,bkp,dr27
gpt-oss-120b,42661,2560,415,195,43076,bkp,dr13
gpt-oss-120b,42874,2560,276,124,43150,bkp,dr40
gpt-oss-120b,42696,2560,573,266,43269,bkp,dr7
gpt-oss-120b,42909,2560,632,339,43541,bkp,dr9
gpt-oss-120b,42680,2560,366,192,43046,nvic_stir,stir
gpt-oss-120b,42780,2560,1030,778,43810,i2c1,sr2
gpt-oss-120b,42691,2560,1799,1406,44490,i2c1,oar2
gpt-oss-120b,42712,2560,1942,1082,44654,i2c1,cr2
gpt-oss-120b,42513,2560,1026,527,43539,i2c1,ccr
gpt-oss-120b,42691,2560,1813,985,44504,i2c1,cr1
gpt-oss-120b,42592,2560,631,277,43223,i2c1,dr
gpt-oss-120b,42284,2560,667,286,42951,i2c1,trise
gpt-oss-120b,42384,2560,1713,965,44097,i2c1,oar1
gpt-oss-120b,42476,2560,2527,794,45003,i2c1,sr1
gpt-oss-120b,42025,2560,2833,1677,44858,rcc,cr
gpt-oss-120b,42128,2560,3367,1904,45495,rcc,apb2enr
gpt-oss-120b,42453,2560,1330,644,43783,rcc,cfgr2
gpt-oss-120b,42286,2560,3604,1426,45890,rcc,ahbenr
gpt-oss-120b,42627,2560,3033,1526,45660,rcc,apb2rstr
gpt-oss-120b,42054,2560,1430,630,43484,rcc,csr
gpt-oss-120b,42133,2560,3112,774,45245,rcc,cir
gpt-oss-120b,42565,2560,3273,1181,45838,rcc,cfgr
gpt-oss-120b,42505,2560,6018,2962,48523,rcc,apb1rstr
gpt-oss-120b,41825,2560,5230,1076,47055,rcc,apb1enr
gpt-oss-120b,42378,2560,2033,997,44411,rcc,bdcr
gpt-oss-120b,42182,2560,1894,829,44076,tim15,sr
gpt-oss-120b,41950,2560,2907,874,44857,tim15,ccmr1_input
gpt-oss-120b,42258,2560,657,366,42915,tim15,psc
gpt-oss-120b,42607,2560,526,226,43133,tim15,arr
gpt-oss-120b,42813,2560,359,168,43172,tim15,cnt
gpt-oss-120b,42451,2560,2003,935,44454,tim15,ccmr1_output
gpt-oss-120b,42465,2560,514,255,42979,tim15,rcr
gpt-oss-120b,42432,2560,1924,785,44356,tim15,cr2
gpt-oss-120b,42413,2560,1731,602,44144,tim15,dier
gpt-oss-120b,42374,2560,1794,562,44168,tim15,bdtr
gpt-oss-120b,42035,2560,1432,491,43467,tim15,cr1
gpt-oss-120b,42312,2560,3286,973,45598,tim15,ccer
gpt-oss-120b,42171,2560,492,198,42663,tim15,ccr2
gpt-oss-120b,42435,2560,2466,1353,44901,tim15,smcr
gpt-oss-120b,42293,2560,2336,1299,44629,tim15,dcr
gpt-oss-120b,42123,2560,774,457,42897,tim15,dmar
gpt-oss-120b,42136,2560,676,317,42812,tim15,ccr1
gpt-oss-120b,42125,2560,1654,710,43779,tim15,egr
gpt-oss-120b,87943,5120,5261,1027,93204,fsmc,bcr1
gpt-oss-120b,86350,2560,2712,793,89062,fsmc,btr4
gpt-oss-120b,86847,2560,4012,1461,90859,fsmc,bwtr4
gpt-oss-120b,86403,5120,3102,727,89505,fsmc,bwtr3
gpt-oss-120b,86149,5120,3368,1324,89517,fsmc,btr3
gpt-oss-120b,86930,5120,5279,1135,92209,fsmc,bcr4
gpt-oss-120b,85874,5120,3544,1789,89418,fsmc,bwtr2
gpt-oss-120b,42589,2560,2125,1281,44714,fsmc,bwtr1
gpt-oss-120b,42587,2560,3012,997,45599,fsmc,bcr2
gpt-oss-120b,86094,5120,3490,1386,89584,fsmc,btr2
gpt-oss-120b,82466,5120,4170,1225,86636,fsmc,btr1
gpt-oss-120b,41702,2560,3836,1806,45538,fsmc,bcr3
gpt-oss-120b,42598,2560,1542,525,44140,afio,exticr4
gpt-oss-120b,42588,2560,1777,666,44365,afio,exticr3
gpt-oss-120b,42802,2560,1659,474,44461,afio,exticr2
gpt-oss-120b,42680,2560,1567,359,44247,afio,exticr1
gpt-oss-120b,42773,2560,1329,627,44102,afio,mapr2
gpt-oss-120b,41967,2560,1975,846,43942,afio,mapr
gpt-oss-120b,42604,2560,1498,588,44102,afio,evcr
gpt-oss-120b,42526,2560,739,526,43265,flash,sr
gpt-oss-120b,42358,2560,484,303,42842,flash,obr
gpt-oss-120b,42607,2560,505,320,43112,flash,cr
gpt-oss-120b,42702,2560,721,445,43423,flash,acr
gpt-oss-120b,42547,2560,524,267,43071,flash,ar
gpt-oss-120b,42776,2560,591,347,43367,flash,keyr
gpt-oss-120b,42542,2560,857,529,43399,flash,optkeyr
gpt-oss-120b,42524,2560,836,621,43360,flash,wrpr
gpt-oss-120b,42366,2560,575,261,42941,cec,rxd
gpt-oss-120b,42428,2560,678,314,43106,cec,pres
gpt-oss-120b,42249,2560,560,205,42809,cec,txd
gpt-oss-120b,41627,2560,1339,365,42966,cec,esr
gpt-oss-120b,42686,2560,1280,493,43966,cec,csr
gpt-oss-120b,42297,2560,633,289,42930,cec,oar
gpt-oss-120b,41993,2560,1006,393,42999,cec,cfgr
gpt-oss-120b,42649,2560,748,416,43397,rtc,cnth
gpt-oss-120b,42401,2560,644,341,43045,rtc,divl
gpt-oss-120b,42693,2560,401,130,43094,rtc,alrl
gpt-oss-120b,42524,2560,599,286,43123,rtc,divh
gpt-oss-120b,42527,2560,597,269,43124,rtc,prlh
gpt-oss-120b,42400,2560,897,282,43297,rtc,crh
gpt-oss-120b,42758,2560,539,352,43297,rtc,prll
gpt-oss-120b,42701,0,679,356,43380,rtc,alrh
gpt-oss-120b,42615,2560,589,284,43204,rtc,cntl
gpt-oss-120b,42522,0,1639,491,44161,rtc,crl
gpt-oss-120b,42788,2560,2093,876,44881,uart5,sr
gpt-oss-120b,42683,2560,808,391,43491,uart5,brr
gpt-oss-120b,42422,2560,2274,1394,44696,uart5,cr2
gpt-oss-120b,42220,2560,2499,848,44719,uart5,cr1
gpt-oss-120b,42750,2560,593,264,43343,uart5,dr
gpt-oss-120b,42648,2560,3096,1231,45744,uart5,cr3
gpt-oss-120b,42419,2560,1923,652,44342,usart1,sr
gpt-oss-120b,42518,2560,883,388,43401,usart1,brr
gpt-oss-120b,42814,2560,1936,814,44750,usart1,cr2
gpt-oss-120b,42820,2560,2698,1094,45518,usart1,cr1
gpt-oss-120b,42736,0,497,228,43233,usart1,dr
gpt-oss-120b,42365,2560,722,340,43087,usart1,gtpr
gpt-oss-120b,42545,2560,3168,1540,45713,usart1,cr3
