model_name,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_tokens,peripheral_name,register_name,field_name,key
gpt-oss-120b,5057,0,247,122,5304,afio,evcr,,address_offset
gpt-oss-120b,5117,0,342,228,5459,afio,evcr,,reset_value
gpt-oss-120b,5101,0,278,178,5379,afio,evcr,,size
gpt-oss-120b,5103,0,317,160,5420,afio,evcr,EVOE,bit_offset
gpt-oss-120b,5017,1792,292,188,5309,afio,evcr,EVOE,bit_width
gpt-oss-120b,5020,0,311,199,5331,afio,evcr,EVOE,access
gpt-oss-120b,5134,0,570,423,5704,afio,evcr,PORT,bit_offset
gpt-oss-120b,5102,1792,535,376,5637,afio,evcr,PORT,bit_width
gpt-oss-120b,5119,0,396,246,5515,afio,evcr,PORT,access
gpt-oss-120b,5167,1792,417,301,5584,afio,evcr,PIN,bit_offset
gpt-oss-120b,5167,1792,342,176,5509,afio,evcr,PIN,bit_width
gpt-oss-120b,5141,1792,346,228,5487,afio,evcr,PIN,access
gpt-oss-120b,5242,0,281,120,5523,afio,exticr1,,address_offset
gpt-oss-120b,5254,1792,230,85,5484,afio,exticr1,,reset_value
gpt-oss-120b,5235,1792,306,131,5541,afio,exticr1,,size
gpt-oss-120b,5225,1792,431,241,5656,afio,exticr1,EXTI0,bit_offset
gpt-oss-120b,5238,1792,322,171,5560,afio,exticr1,EXTI0,bit_width
gpt-oss-120b,5237,1792,423,277,5660,afio,exticr1,EXTI0,access
gpt-oss-120b,5225,1792,504,327,5729,afio,exticr1,EXTI1,bit_offset
gpt-oss-120b,5238,1792,306,137,5544,afio,exticr1,EXTI1,bit_width
gpt-oss-120b,5249,0,388,246,5637,afio,exticr1,EXTI1,access
gpt-oss-120b,5249,1792,392,224,5641,afio,exticr1,EXTI2,bit_offset
gpt-oss-120b,5249,0,405,205,5654,afio,exticr1,EXTI2,bit_width
gpt-oss-120b,5249,1792,395,210,5644,afio,exticr1,EXTI2,access
gpt-oss-120b,5249,1792,366,221,5615,afio,exticr1,EXTI3,bit_offset
gpt-oss-120b,5249,0,404,243,5653,afio,exticr1,EXTI3,bit_width
gpt-oss-120b,5249,1792,389,286,5638,afio,exticr1,EXTI3,access
gpt-oss-120b,5227,1792,292,126,5519,afio,exticr2,,address_offset
gpt-oss-120b,5254,1792,232,86,5486,afio,exticr2,,reset_value
gpt-oss-120b,5235,1792,352,237,5587,afio,exticr2,,size
gpt-oss-120b,5160,1792,493,327,5653,afio,exticr2,EXTI4,bit_offset
gpt-oss-120b,5249,1792,361,201,5610,afio,exticr2,EXTI4,bit_width
gpt-oss-120b,5228,1792,357,221,5585,afio,exticr2,EXTI4,access
gpt-oss-120b,5160,1792,491,308,5651,afio,exticr2,EXTI5,bit_offset
gpt-oss-120b,5249,1792,308,128,5557,afio,exticr2,EXTI5,bit_width
gpt-oss-120b,5228,1792,333,166,5561,afio,exticr2,EXTI5,access
gpt-oss-120b,5242,1792,417,245,5659,afio,exticr2,EXTI6,bit_offset
gpt-oss-120b,5242,1792,414,239,5656,afio,exticr2,EXTI6,bit_width
gpt-oss-120b,5228,1792,407,268,5635,afio,exticr2,EXTI6,access
