model_name,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_tokens,peripheral_name,register_name,field_name,key
gpt-oss-120b,5149,1792,497,310,5646,fsmc,bcr3,waiten,access
gpt-oss-120b,5172,1792,330,167,5502,fsmc,bcr3,waiten,bit_width
gpt-oss-120b,5128,1792,379,221,5507,fsmc,bcr3,waitpol,bit_offset
gpt-oss-120b,5148,1792,282,137,5430,fsmc,zuubowkrmo,waitpol,access
gpt-oss-120b,5127,1792,329,198,5456,fsmc,bcr3,waitpol,bit_width
gpt-oss-120b,5203,1792,427,287,5630,fsmc,bcr3,wrapmod,bit_offset
gpt-oss-120b,5172,1792,379,224,5551,fsmc,bcr3,wrapmod,access
gpt-oss-120b,5185,1792,273,120,5458,fsmc,bcr3,wrapmod,bit_width
gpt-oss-120b,5172,1792,317,142,5489,fsmc,bcr3,wren,bit_offset
gpt-oss-120b,5161,0,394,197,5555,fsmc,bcr3,wren,access
gpt-oss-120b,5170,1792,519,312,5689,fsmc,bcr3,iattmeu,bit_width
gpt-oss-120b,5168,1792,410,214,5578,fsmc,bcr3,cpsize,bit_offset
gpt-oss-120b,5156,1792,455,253,5611,fsmc,bcr3,cpsize,access
gpt-oss-120b,5168,1792,400,236,5568,fsmc,bcr3,cpsize,bit_width
gpt-oss-120b,5231,1792,362,183,5593,fsmc,bcr4,,address_offset
gpt-oss-120b,5227,1792,514,290,5741,fsmc,bcr4,,reset_value
gpt-oss-120b,5174,1792,242,131,5416,fsmc,bcr4,,size
gpt-oss-120b,5157,1792,291,139,5448,txz,bcr4,asyncwait,bit_offset
gpt-oss-120b,5150,1792,418,241,5568,fsmc,bcr4,asyncwait,access
gpt-oss-120b,5157,1792,346,186,5503,fsmc,bcr4,asyncwait,bit_width
gpt-oss-120b,5154,1792,399,278,5553,fsmc,bcr4,bursten,bit_offset
gpt-oss-120b,5160,1792,352,225,5512,fsmc,bcr4,bursten,access
gpt-oss-120b,5167,1792,375,203,5542,fsmc,bcr4,bursten,bit_width
gpt-oss-120b,5167,1792,446,263,5613,fsmc,bcr4,cburstrw,bit_offset
gpt-oss-120b,5159,1792,468,286,5627,fsmc,bcr4,cburstrw,access
gpt-oss-120b,5167,1792,322,190,5489,fsmc,bcr4,cburstrw,bit_width
gpt-oss-120b,5148,1792,257,89,5405,fsmc,bcr4,extmod,bit_offset
gpt-oss-120b,5150,1792,536,396,5686,fsmc,bcr4,extmod,access
gpt-oss-120b,5157,1792,324,175,5481,fsmc,bcr4,extmod,bit_width
gpt-oss-120b,5199,1792,355,219,5554,fsmc,bcr4,faccen,bit_offset
gpt-oss-120b,5178,1792,454,292,5632,fsmc,bcr4,faccen,access
gpt-oss-120b,5173,1792,332,201,5505,fsmc,bcr4,faccen,bit_width
gpt-oss-120b,5195,1792,310,149,5505,fsmc,bcr4,mbken,bit_offset
gpt-oss-120b,5190,1792,414,272,5604,fsmc,bcr4,mbken,access
gpt-oss-120b,5198,1792,377,230,5575,fsmc,bcr4,mbken,bit_width
gpt-oss-120b,5187,1792,403,251,5590,fsmc,bcr4,mtyp,bit_offset
gpt-oss-120b,5145,1792,359,195,5504,fsmc,bcr4,mtyp,access
gpt-oss-120b,5152,1792,341,190,5493,fsmc,bcr4,mtyp,bit_width
gpt-oss-120b,5187,1792,464,326,5651,fsmc,bcr4,muxen,bit_offset
gpt-oss-120b,5156,1792,372,225,5528,fsmc,bcr4,muxen,access
gpt-oss-120b,5179,1792,427,272,5606,fsmc,bcr4,muxen,bit_width
gpt-oss-120b,5188,1792,384,207,5572,fsmc,bcr4,mwid,bit_offset
gpt-oss-120b,5183,1792,633,495,5816,fsmc,bcr4,mwid,access
gpt-oss-120b,5153,1792,366,172,5519,fsmc,bcr4,mwid,bit_width
gpt-oss-120b,5175,1792,334,195,5509,fsmc,bcr4,waitcfg,bit_offset
gpt-oss-120b,5126,1792,390,193,5516,fsmc,bcr4,waitcfg,access
gpt-oss-120b,5156,1792,526,297,5682,fsmc,bcr4,waitcfg,bit_width
gpt-oss-120b,5172,1792,292,156,5464,fsmc,bcr4,waiten,bit_offset
