model_name,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_tokens,peripheral_name,register_name,field_name,key
gpt-oss-120b,4980,0,280,160,5260,adc1,cr1,,address_offset
gpt-oss-120b,5194,0,623,451,5817,adc1,cr1,,reset_value
gpt-oss-120b,5126,0,289,144,5415,adc1,cr1,,size
gpt-oss-120b,5120,0,339,207,5459,adc1,cr1,AWDEN,bit_offset
gpt-oss-120b,5120,1792,277,164,5397,adc1,cr1,AWDEN,bit_width
gpt-oss-120b,5182,0,428,323,5610,adc1,cr1,AWDEN,access
gpt-oss-120b,5124,1792,359,223,5483,adc1,cr1,JAWDEN,bit_offset
gpt-oss-120b,5117,1792,386,243,5503,adc1,cr1,JAWDEN,bit_width
gpt-oss-120b,5137,0,336,209,5473,adc1,cr1,JAWDEN,access
gpt-oss-120b,5180,1792,560,403,5740,adc1,cr1,DISCNUM,bit_offset
gpt-oss-120b,5123,0,267,106,5390,adc1,cr1,DISCNUM,bit_width
gpt-oss-120b,5128,0,271,161,5399,adc1,cr1,DISCNUM,access
gpt-oss-120b,5124,1792,204,99,5328,adc1,cr1,JDISCEN,bit_offset
gpt-oss-120b,5124,1792,266,124,5390,adc1,cr1,JDISCEN,bit_width
gpt-oss-120b,5156,1792,335,197,5491,adc1,cr1,JDISCEN,access
gpt-oss-120b,5123,1792,263,107,5386,adc1,cr1,DISCEN,bit_offset
gpt-oss-120b,5137,1792,272,137,5409,adc1,cr1,DISCEN,bit_width
gpt-oss-120b,5128,1792,374,259,5502,adc1,cr1,DISCEN,access
gpt-oss-120b,5128,1792,361,205,5489,adc1,cr1,JAUTO,bit_offset
gpt-oss-120b,5123,1792,337,200,5460,adc1,cr1,JAUTO,bit_width
gpt-oss-120b,5090,1792,303,179,5393,adc1,cr1,JAUTO,access
gpt-oss-120b,5099,1792,299,163,5398,adc1,cr1,AWDSGL,bit_offset
gpt-oss-120b,5151,0,670,520,5821,adc1,cr1,AWDSGL,bit_width
gpt-oss-120b,5128,1792,596,388,5724,adc1,cr1,AWDSGL,access
gpt-oss-120b,5095,1792,301,189,5396,adc1,cr1,SCAN,bit_offset
gpt-oss-120b,5090,1792,351,221,5441,adc1,cr1,SCAN,bit_width
gpt-oss-120b,5130,0,1119,928,6249,adc1,cr1,SCAN,access
gpt-oss-120b,5085,1792,1901,1728,6986,adc1,cr1,JEOCIE,bit_offset
gpt-oss-120b,5139,0,450,276,5589,adc1,cr1,JEOCIE,bit_width
gpt-oss-120b,5131,1792,503,338,5634,adc1,cr1,JEOCIE,access
gpt-oss-120b,5121,0,264,149,5385,adc1,cr1,AWDIE,bit_offset
gpt-oss-120b,5121,1792,1384,1263,6505,adc1,cr1,AWDIE,bit_width
gpt-oss-120b,5160,0,269,179,5429,adc1,cr1,AWDIE,access
gpt-oss-120b,5133,1792,1038,872,6171,adc1,cr1,EOCIE,bit_offset
gpt-oss-120b,5133,1792,331,195,5464,adc1,cr1,EOCIE,bit_width
gpt-oss-120b,5085,1792,419,263,5504,adc1,cr1,EOCIE,access
gpt-oss-120b,5139,1792,1177,1025,6316,adc1,cr1,AWDCH,bit_offset
gpt-oss-120b,5139,1792,743,573,5882,adc1,cr1,AWDCH,bit_width
gpt-oss-120b,5103,1792,345,203,5448,adc1,cr1,AWDCH,access
gpt-oss-120b,5107,1792,292,165,5399,adc1,cr2,,address_offset
gpt-oss-120b,5206,1792,490,350,5696,adc1,cr2,,reset_value
gpt-oss-120b,5126,1792,227,114,5353,adc1,cr2,,size
gpt-oss-120b,5142,1792,207,87,5349,adc1,cr2,TSVREFE,bit_offset
gpt-oss-120b,5114,1792,260,151,5374,adc1,cr2,TSVREFE,bit_width
gpt-oss-120b,5134,1792,273,149,5407,adc1,cr2,TSVREFE,access
gpt-oss-120b,5205,1792,232,106,5437,adc1,cr2,SWSTART,bit_offset
gpt-oss-120b,5170,0,261,136,5431,adc1,cr2,SWSTART,bit_width
gpt-oss-120b,5205,0,468,312,5673,adc1,cr2,SWSTART,access
gpt-oss-120b,5143,1792,334,187,5477,adc1,cr2,JSWSTART,bit_offset
gpt-oss-120b,5100,1792,262,125,5362,adc1,cr2,JSWSTART,bit_width
gpt-oss-120b,5135,1792,422,294,5557,adc1,cr2,JSWSTART,access
gpt-oss-120b,5186,1792,277,137,5463,adc1,cr2,EXTTRIG,bit_offset
gpt-oss-120b,5186,1792,697,567,5883,adc1,cr2,EXTTRIG,bit_width
gpt-oss-120b,5200,1792,571,452,5771,adc1,cr2,EXTTRIG,access
gpt-oss-120b,5190,1792,611,465,5801,adc1,cr2,EXTSEL,bit_offset
gpt-oss-120b,5141,1792,334,204,5475,adc1,cr2,EXTSEL,bit_width
gpt-oss-120b,5141,1792,334,196,5475,adc1,cr2,EXTSEL,access
gpt-oss-120b,5179,1792,266,149,5445,adc1,cr2,JEXTTRIG,bit_offset
