peripheral_name, register_name, field_name, key, input_tokens, cached_tokens, output_tokens, reasoning_tokens, total_tokens
afio, evcr, , address_offset, 5032, 0, 102, 0, 5134
afio, evcr, vvayurpxfkp, reset_value, 5081, 1664, 179, 0, 5260
afio, evcr, alwbxnn, size, 5074, 1664, 190, 0, 5264
afio, evcr, evoe, bit_offset, 5056, 1664, 108, 0, 5164
afio, evcr, evoe, access, 4957, 1664, 126, 0, 5083
afio, evcr, evoe, bit_width, 4954, 1664, 113, 0, 5067
afio, fyacsxrmhvyu, pin, bit_offset, 5163, 1664, 178, 0, 5341
afio, evcr, pin, access, 5078, 1664, 161, 0, 5239
afio, evcr, pin, bit_width, 5108, 1664, 137, 0, 5245
afio, mhhmbqflagra, port, bit_offset, 5076, 1664, 157, 0, 5233
afio, evcr, port, access, 5043, 0, 163, 0, 5206
afio, evcr, port, bit_width, 5084, 1664, 153, 0, 5237
afio, exticr1, , address_offset, 5177, 1664, 111, 0, 5288
ivokeygwpx, exticr1, , reset_value, 5200, 1664, 240, 0, 5440
afio, exticr1, , size, 5174, 1664, 102, 0, 5276
afio, exticr1, exti0, bit_offset, 5162, 1664, 161, 0, 5323
afio, exticr1, exti0, access, 5174, 1664, 172, 0, 5346
nmjfj, exticr1, exti0, bit_width, 5188, 1664, 168, 0, 5356
afio, exticr1, exti1, bit_offset, 5162, 1664, 173, 0, 5335
afio, exticr1, exti1, access, 5173, 1664, 105, 0, 5278
afio, exticr1, exti1, bit_width, 5162, 1664, 170, 0, 5332
afio, exticr1, exti2, bit_offset, 5173, 1664, 157, 0, 5330
afio, exticr1, exti2, access, 5186, 1664, 194, 0, 5380
afio, exticr1, exti2, bit_width, 5186, 1664, 144, 0, 5330
afio, exticr1, exti3, bit_offset, 5174, 1664, 148, 0, 5322
afio, exticr1, exti3, access, 5186, 1664, 152, 0, 5338
afio, exticr1, exti3, bit_width, 5186, 1664, 112, 0, 5298
afio, exticr2, , address_offset, 5178, 1664, 122, 0, 5300
