generator_directory,peripheral,register,register_found,correct,wrong,missing,total_facts,accuracy
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim2,egr,False,0,0,6,6,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim2,psc,False,0,0,1,1,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim2,smcr,False,0,0,9,9,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim2,sr,False,0,0,10,10,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim6,arr,False,0,0,2,2,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim6,cnt,False,0,0,1,1,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim6,cr1,False,0,0,5,5,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim6,cr2,False,0,0,1,1,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim6,dier,False,0,0,2,2,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim6,egr,False,0,0,1,1,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim6,psc,False,0,0,1,1,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,tim6,sr,False,0,0,2,2,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,wwdg,cfr,False,0,0,3,3,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,wwdg,cr,False,0,0,3,3,0.0
local_rm0041_md_chunks_v2_emb2_rrlocal_mf_pa1,wwdg,sr,False,0,0,1,1,0.0
