peripheral,register,field_name,key,just_svd,just_output,both,SourceFile
tim15,egr,comg,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim15,ccer,cc1e,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim1,cr1,opm,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
flash,cr,strt,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim2,ccer,cc1e,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim12,egr,cc1g,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,apb1enr,bkpen,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim16,dier,cc1ie,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim2,sr,cc2of,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim13,egr,cc1g,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim1,dier,tie,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,cir,cssc,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim16,dier,ude,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,apb2enr,adc1en,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
fsmc,bwtr2,accmod,enum_names,0,4,0,evaluation/results/rm0041/11/original/field_diff.csv
tim15,dier,cc2de,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,cir,pllrdyf,bit_offset,4,6,evaluation/results/rm0041/11/original/field_diff.csv
tim2,cr2,ccds,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim15,egr,ug,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim2,egr,tg,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,ahbenr,sramen,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim2,sr,cc4if,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,cir,hserdyie,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim15,egr,cc1g,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
flash,cr,optpg,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim2,ccer,cc1p,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim15,dier,cc2ie,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim13,ccer,cc1e,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,apb2rstr,tim15rst,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim12,sr,uif,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
cec,csr,terr,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,apb1enr,tim14en,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,cr,hserdy,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim1,ccer,cc1ne,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,csr,lpwrrstf,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
cec,cfgr,bpem,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,apb1enr,tim3en,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim2,cr2,ti1s,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
flash,cr,mer,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,csr,rmvf,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim2,sr,cc4of,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,csr,iwdgrstf,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim1,dier,cc3ie,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim2,cr2,mms,enum_names,0,8,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,apb1rstr,tim7rst,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim1,dier,cc1de,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
iwdg,sr,pvu,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
dac,dhr12ld,dacc2dhr,bit_offset,20,16,evaluation/results/rm0041/11/original/field_diff.csv
tim15,cr2,mms,enum_names,0,6,0,evaluation/results/rm0041/11/original/field_diff.csv
tim1,cr1,dir,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
tim1,egr,cc4g,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,apb1enr,i2c1en,enum_names,0,2,0,evaluation/results/rm0041/11/original/field_diff.csv
rcc,cir,lsirdyf,bit_offset,0,2,evaluation/results/rm0041/11/original/field_diff.csv
tim1,ccer,cc2p,enum_names,0,2,0,evaluation/results/rm0041/11/updated/field_diff.csv
afio,mapr2,cec_remap,bit_offset,3,2,evaluation/results/rm0041/11/updated/field_diff.csv
afio,mapr2,cec_remap,enum_names,0,2,0,evaluation/results/rm0041/11/updated/field_diff.csv
tim15,cr2,mms,enum_names,0,5,0,evaluation/results/rm0041/11/updated/field_diff.csv
afio,mapr2,tim17_remap,bit_offset,2,1,evaluation/results/rm0041/11/updated/field_diff.csv
afio,mapr2,tim17_remap,enum_names,0,2,0,evaluation/results/rm0041/11/updated/field_diff.csv
