model_name, true_positives, false_negatives, false_positives, true_negatives, accuracy, precision, recall, f1_score
gpt-5-nano, 285, 14, 40, 160, 0.8917835671342685, 0.8769230769230769, 0.9531772575250836, 0.9134615384615384
