model_name,input_tokens,cached_tokens,output_tokens,reasoning_tokens,total_tokens,peripheral_name,register_name,field_name,key
gpt-oss-120b,5057,1792,307,158,5364,afio,evcr,,address_offset
gpt-oss-120b,5113,4864,343,224,5456,afio,evcr,,reset_value
gpt-oss-120b,5101,2560,317,192,5418,afio,evcr,,size
gpt-oss-120b,5136,1792,248,131,5384,afio,evcr,EVOE,bit_offset
gpt-oss-120b,5017,4864,290,187,5307,afio,evcr,EVOE,bit_width
gpt-oss-120b,5020,1792,321,193,5341,afio,evcr,EVOE,access
gpt-oss-120b,5144,1792,341,202,5485,afio,evcr,PIN[3:0],bit_offset
gpt-oss-120b,5144,1792,323,209,5467,afio,evcr,PIN[3:0],bit_width
gpt-oss-120b,5171,1792,468,356,5639,afio,evcr,PIN[3:0],access
gpt-oss-120b,5242,1792,241,118,5483,afio,exticr1,,address_offset
gpt-oss-120b,5254,1792,314,156,5568,afio,exticr1,,reset_value
gpt-oss-120b,5235,1792,310,159,5545,afio,exticr1,,size
gpt-oss-120b,5225,1792,386,207,5611,afio,exticr1,EXTI0,bit_offset
gpt-oss-120b,5238,1792,289,136,5527,afio,exticr1,EXTI0,bit_width
gpt-oss-120b,5237,1792,302,161,5539,afio,exticr1,EXTI0,access
gpt-oss-120b,5225,1792,539,368,5764,afio,exticr1,EXTI1,bit_offset
gpt-oss-120b,5238,1792,438,234,5676,afio,exticr1,EXTI1,bit_width
gpt-oss-120b,5249,5120,336,191,5585,afio,exticr1,EXTI1,access
gpt-oss-120b,5249,1792,365,218,5614,afio,exticr1,EXTI2,bit_offset
gpt-oss-120b,5249,3584,384,213,5633,afio,exticr1,EXTI2,bit_width
gpt-oss-120b,5249,1792,402,259,5651,afio,exticr1,EXTI2,access
gpt-oss-120b,5249,1792,487,317,5736,afio,exticr1,EXTI3,bit_offset
gpt-oss-120b,5249,1792,338,132,5587,afio,exticr1,EXTI3,bit_width
gpt-oss-120b,5242,5120,424,269,5666,afio,exticr1,EXTI3,access
gpt-oss-120b,5227,1792,322,159,5549,afio,exticr2,,address_offset
gpt-oss-120b,5254,0,233,103,5487,afio,exticr2,,reset_value
gpt-oss-120b,5235,1792,294,172,5529,afio,exticr2,,size
gpt-oss-120b,5160,1792,607,427,5767,afio,exticr2,EXTI4,bit_offset
gpt-oss-120b,5249,1792,460,266,5709,afio,exticr2,EXTI4,bit_width
gpt-oss-120b,5228,1792,539,327,5767,afio,exticr2,EXTI4,access
gpt-oss-120b,5160,5120,392,223,5552,afio,exticr2,EXTI5,bit_offset
gpt-oss-120b,5249,5120,349,207,5598,afio,exticr2,EXTI5,bit_width
gpt-oss-120b,5228,5120,410,256,5638,afio,exticr2,EXTI5,access
gpt-oss-120b,5242,1792,485,309,5727,afio,exticr2,EXTI6,bit_offset
gpt-oss-120b,5242,1792,387,228,5629,afio,exticr2,EXTI6,bit_width
gpt-oss-120b,5228,0,332,178,5560,afio,exticr2,EXTI6,access
gpt-oss-120b,5249,1792,451,281,5700,afio,exticr2,EXTI7,bit_offset
gpt-oss-120b,5249,1792,383,198,5632,afio,exticr2,EXTI7,bit_width
gpt-oss-120b,5228,1792,353,197,5581,afio,exticr2,EXTI7,access
gpt-oss-120b,5234,5120,210,80,5444,afio,exticr3,,address_offset
gpt-oss-120b,5235,1792,295,165,5530,afio,exticr3,,reset_value
gpt-oss-120b,5229,0,425,297,5654,afio,exticr3,,size
gpt-oss-120b,5255,1792,631,418,5886,afio,exticr3,EXTI8,bit_offset
gpt-oss-120b,5255,1792,336,156,5591,afio,exticr3,EXTI8,bit_width
gpt-oss-120b,5255,1792,412,208,5667,afio,exticr3,EXTI8,access
gpt-oss-120b,5255,5120,394,229,5649,afio,exticr3,EXTI9,bit_offset
gpt-oss-120b,5255,1792,402,201,5657,afio,exticr3,EXTI9,bit_width
gpt-oss-120b,5255,1792,549,357,5804,afio,exticr3,EXTI9,access
gpt-oss-120b,5255,1792,455,290,5710,afio,exticr3,EXTI10,bit_offset
gpt-oss-120b,5255,1792,434,254,5689,afio,exticr3,EXTI10,bit_width
gpt-oss-120b,5255,1792,498,311,5753,afio,exticr3,EXTI10,access
gpt-oss-120b,5255,5120,542,333,5797,afio,exticr3,EXTI11,bit_offset
gpt-oss-120b,5255,1792,339,178,5594,afio,exticr3,EXTI11,bit_width
gpt-oss-120b,5255,1792,340,166,5595,afio,exticr3,EXTI11,access
gpt-oss-120b,5234,1792,235,97,5469,afio,exticr4,,address_offset
gpt-oss-120b,5153,1792,345,196,5498,afio,exticr4,,reset_value
gpt-oss-120b,5229,1792,365,222,5594,afio,exticr4,,size
gpt-oss-120b,5236,1792,579,403,5815,afio,exticr4,EXTI12,bit_offset
gpt-oss-120b,5255,5120,368,176,5623,afio,exticr4,EXTI12,bit_width
gpt-oss-120b,5222,5120,453,272,5675,afio,exticr4,EXTI12,access
gpt-oss-120b,5234,1792,478,258,5712,afio,exticr4,EXTI13,bit_offset
gpt-oss-120b,5243,5120,303,141,5546,afio,exticr4,EXTI13,bit_width
gpt-oss-120b,5236,1792,401,229,5637,afio,exticr4,EXTI13,access
gpt-oss-120b,5244,1792,596,420,5840,afio,exticr4,EXTI14,bit_offset
gpt-oss-120b,5243,5120,314,158,5557,afio,exticr4,EXTI14,bit_width
gpt-oss-120b,5222,1792,405,216,5627,afio,exticr4,EXTI14,access
gpt-oss-120b,5231,1792,655,465,5886,afio,exticr4,EXTI15,bit_offset
gpt-oss-120b,5244,1792,355,162,5599,afio,exticr4,EXTI15,bit_width
gpt-oss-120b,5238,1792,372,200,5610,afio,exticr4,EXTI15,access
gpt-oss-120b,5125,1792,192,85,5317,afio,mapr,,address_offset
gpt-oss-120b,5157,5120,325,189,5482,afio,mapr,,reset_value
gpt-oss-120b,5209,1792,379,225,5588,afio,mapr,,size
gpt-oss-120b,5083,1792,396,243,5479,afio,mapr,SWJ_CFG,bit_offset
gpt-oss-120b,5083,1792,293,156,5376,afio,mapr,SWJ_CFG,bit_width
gpt-oss-120b,5040,1792,242,113,5282,afio,mapr,SWJ_CFG,access
gpt-oss-120b,5055,1792,289,179,5344,afio,mapr,PD01_REMAP,bit_offset
gpt-oss-120b,5061,1792,242,104,5303,afio,mapr,PD01_REMAP,bit_width
gpt-oss-120b,5062,1792,387,244,5449,afio,mapr,PD01_REMAP,access
gpt-oss-120b,5100,4864,290,160,5390,afio,mapr,TIM4_REMAP,bit_offset
gpt-oss-120b,5145,1792,307,183,5452,afio,mapr,TIM4_REMAP,bit_width
gpt-oss-120b,5145,1792,411,273,5556,afio,mapr,TIM4_REMAP,access
gpt-oss-120b,5211,1792,379,198,5590,afio,mapr,TIM3_REMAP,bit_offset
gpt-oss-120b,5153,1792,282,161,5435,afio,mapr,TIM3_REMAP,bit_width
gpt-oss-120b,5153,1792,390,222,5543,afio,mapr,TIM3_REMAP,access
gpt-oss-120b,5182,1792,314,165,5496,afio,mapr,TIM2_REMAP,bit_offset
gpt-oss-120b,5137,5120,333,211,5470,afio,mapr,TIM2_REMAP,bit_width
gpt-oss-120b,5153,1792,371,198,5524,afio,mapr,TIM2_REMAP,access
gpt-oss-120b,5195,1792,301,153,5496,afio,mapr,TIM1_REMAP,bit_offset
gpt-oss-120b,5195,1792,347,223,5542,afio,mapr,TIM1_REMAP,bit_width
gpt-oss-120b,5220,5120,365,210,5585,afio,mapr,TIM1_REMAP,access
gpt-oss-120b,5141,1792,388,263,5529,afio,mapr,USART3_REMAP,bit_offset
gpt-oss-120b,5141,1792,349,228,5490,afio,mapr,USART3_REMAP,bit_width
gpt-oss-120b,5175,5120,268,149,5443,afio,mapr,USART3_REMAP,access
gpt-oss-120b,5190,1792,250,98,5440,afio,mapr,USART2_REMAP,bit_offset
gpt-oss-120b,5224,1792,329,202,5553,afio,mapr,USART2_REMAP,bit_width
gpt-oss-120b,5190,1792,268,178,5458,afio,mapr,USART2_REMAP,access
gpt-oss-120b,5170,1792,363,212,5533,afio,mapr,USART1_REMAP,bit_offset
gpt-oss-120b,5170,1792,316,162,5486,afio,mapr,USART1_REMAP,bit_width
gpt-oss-120b,5224,1792,274,168,5498,afio,mapr,USART1_REMAP,access
gpt-oss-120b,5225,1792,285,120,5510,afio,mapr,I2C1_REMAP,bit_offset
gpt-oss-120b,5138,1792,354,214,5492,afio,mapr,I2C1_REMAP,bit_width
gpt-oss-120b,5143,1792,406,246,5549,afio,mapr,I2C1_REMAP,access
gpt-oss-120b,5190,1792,349,222,5539,afio,mapr,SPI1_REMAP,bit_offset
gpt-oss-120b,5190,1792,275,164,5465,afio,mapr,SPI1_REMAP,bit_width
gpt-oss-120b,5197,1792,407,266,5604,afio,mapr,SPI1_REMAP,access
gpt-oss-120b,5061,1792,259,138,5320,afio,mapr2,,address_offset
gpt-oss-120b,5221,1792,304,164,5525,afio,mapr2,,reset_value
gpt-oss-120b,5162,0,695,534,5857,afio,mapr2,,size
gpt-oss-120b,5187,1792,206,91,5393,bkp,cr,,address_offset
gpt-oss-120b,5136,1792,275,120,5411,bkp,cr,,reset_value
gpt-oss-120b,5213,5120,671,438,5884,bkp,cr,,size
gpt-oss-120b,5170,1792,358,204,5528,bkp,cr,TPAL,bit_offset
gpt-oss-120b,5211,1792,446,299,5657,bkp,cr,TPAL,bit_width
gpt-oss-120b,5170,4352,452,367,5622,bkp,cr,TPAL,access
gpt-oss-120b,5194,0,355,212,5549,bkp,cr,TPE,bit_offset
