peripheral,register,field_name,key,correct_value
kbi0,es,,address_offset,0x4
kbi0,pe,,address_offset,0x0
kbi0,sc,,address_offset,0x8
kbi1,es,,address_offset,0x4
kbi1,pe,,address_offset,0x0
kbi1,pe,,size,32
kbi1,sc,,address_offset,0x8
mcm,plamc,,address_offset,0xA
port,hdrve,,address_offset,0x14
sim,pinsel,,address_offset,0xC
sim,scgc,,address_offset,0x14
sim,uuidl,,address_offset,0x18
